post_id,post_title,date,raw_company,raw_title,raw_yoe,raw_salary,raw_salary_total,raw_location,company,title,location,yoe,salary,salary_total
1712058,Google | L4 | Bangalore,2022/01/23,google,l4,2.5,34l,: 77l,bangalore,google,sde 2,bangalore,2.5,3400000.0,7700000.0
1431639,Rubrik | Senior | Bangalore | India,2021/08/29,rubrik,senior software engineer,9.5,66l inr,~ 1.13 cr,"bangalore, india",rubrik,sde 2,bangalore,9.5,6600000.0,-1.0
1261255,Urban Company | SDE 1(New Grad) | Gurugram,2021/06/09,urban company,sde-i,0,14lpa base,: 18l for first year,gurugram,urban company,sde 1,delhi,0.0,1400000.0,1800000.0
1328655,Amazon | SDE 2|Bangalore,2021/07/10,amazon,sde2,4.9 yrs,"inr 30,00,000","~ inr 50,00,000 first year",bangalore,amazon,sde 2,bangalore,4.9,3000000.0,5000000.0
1341185,Oracle | SMTS | Bangalore,2021/07/16,oracle,smts,6,28.5 l,:28.5 l,bangalore,oracle,mts 2,bangalore,6.0,2850000.0,2850000.0
1323066,Paypal sde2 backend developer,2021/07/07,paypal,sde 2,4,"inr 22,00,000",": inr 29,90,400 first year",india,paypal,sde 2,india,4.0,2200000.0,2990400.0
281508,"Cisco, Bangalore - 2016",2019/04/25,cisco,sde 2,fresher,"12,00,000",": 15,00,000",bangalore,cisco,sde 2,bangalore,0.0,1200000.0,1500000.0
1380646,Walmart | SE-3 | Bangalore | July 2021 [Offer],2021/08/03,walmart,se-3,4+,14.5l,: 20.43l + 3.9l + 2.92l/4 = 25l (first year tc),bangalore,walmart,sde 3,bangalore,4.0,1450000.0,-1.0
867893,Oracle Cloud Infrastructure | Software Developer 2 | Bangalore,2020/09/28,oracle cloud infrastructure,software developer 2,3 years,21.5l inr,: 32.9l inr approx.,"bangalore, india",oracle,sde 2,bangalore,3.0,2150000.0,3290000.0
1245268,Cure.fit - Software Development Engineer-1,2021/06/01,cure.fit,software development engineer-1,6 months,"inr 22,00,000",": total ctc: inr 30,50,000",bangalore,cure.fit,sde 1,bangalore,0.5,2200000.0,3050000.0
1257678,Cleartax | SDE - 1,2021/06/07,cleartax,software dev. i,0,"13,50,000 rs.",": ~13,50,000 (not including stocks)","bangalore, remote",cleartax,sde 1,bangalore,0.0,1350000.0,1350000.0
844938,Morgan Stanley | Manager(SDE 2) | Bengaluru,2020/09/13,morgan stanley,manager,5.1,2200000,: inr 2500000 excluding joining bonus,bengaluru,morgan stanley,manager,bangalore,5.1,2200000.0,2500000.0
1552229,[Need Help] Myntra Senior Software Engineer,2021/11/01,myntra,sse,4+,38.5l,: 38.5 + 10/2 + 19/4 = 48.2l,banglore,myntra,sde 2,bangalore,4.0,3850000.0,4820000.0
1491538,Walmart | IN3 | Bangalore,2021/09/28,walmart,software engineer 3,3,26.72l,: 32.7lpa + 2l (joining bonus),bangalore,walmart,sde 3,bangalore,3.0,2672000.0,3270000.0000000005
1734128,{ Amazon }  { SDE-1 } { Bangalore },2022/01/31,amazon,sde-i,1.6 yrs,"5,50,000 inr",": ~22,00,000 inr",bangalore,amazon,sde 1,bangalore,1.6,550000.0,2200000.0
1691580,Senior Software Engineer - Freshworks,2022/01/15,freshworks,senior software engineer,5+,32l,: 37 l for first 2 years.,chennai,freshworks,sde 2,chennai,5.0,3200000.0,3700000.0
1532287,NYKAA | Senior Software Enginner,2021/10/21,nykaa,senior software developer,2.3 years,1400000,": 15,20,000",india,nykaa,sde 2,india,2.3,1400000.0,1520000.0
1239176,Gupshup SDE- 1  ( Need your Advice Guys ),2021/05/29,gupshup,software development engineer,~ 5 months,"13,00,000 fixed",": 13,00,000 fixed + 1,00,000 joining bonus + 1,30,000 performance + 450 rsu",mumbai,gupshup,sde 1,mumbai,0.4166666666666667,1300000.0,-1.0
1261309,Morgan Stanley | Quant | Mumbai,2021/06/09,morgan stanley,quant and strats,3 to 4 interns,"rs 25,00,000",": rs 37,25,000/-",mumbai,morgan stanley,n/a,mumbai,3.0,2500000.0,3725000.0
1611357,MPL Gaming | SDET II | Bangalore,2021/12/04,mpl gaming,sdet- ii,5.5 years,40 lpa,: 48 lpa for 1st year,bengaluru,mpl,sdet 2,bangalore,5.5,4000000.0,4800000.0
720870,MakeMyTrip | SSE1 | Gurgaon,2020/07/05,makemytrip,sse 1,2,19lpa,": ~19,00,000 inr/year",gurgaon,makemytrip,sde 2,delhi,2.0,1900000.0,1900000.0
1379208,Morgan Stanley India - Manager,2021/08/02,morgan stanley,manager,3,23.4lpa,: 26.4lpa,bangalore,morgan stanley,manager,bangalore,3.0,2340000.0,2640000.0
1512194,OLA | SDE 2,2021/10/09,ola,sde-2,4+ yrs,"rs. 40,00,000","~ rs. 45,00,000",india,ola,sde 2,india,4.0,4000000.0,4500000.0
826373,Halodoc ID | SDE-1 | Bangalore,2020/09/03,halodoc,software dev. i,1,"15,00,000 inr",": ~ 18,00,000 inr",bangalore,halodoc,sde 1,bangalore,1.0,1500000.0,1800000.0
1626706,Oracle | MTS-1 ( Server Tech) | India,2021/12/13,oracle india,member of technical staff,,17.4 lpa,: ~32 lacs,bengaluru,oracle,mts 1,bangalore,-1.0,1739999.9999999998,3200000.0
1231099,SplashLearn | Software Engineer( Fresher) | Gurgaon India,2021/05/26,splashlearn,software engineer,0,"inr 11,00,000",": inr 13,00,000",gurgaon,splashlearn,sde 1,delhi,0.0,1100000.0,1300000.0
664565,Hike | SDE1 | Gurgaon,2020/06/01,hike,sde1,0,inr 1400000,": inr 19,40,000",gurgaon,hike,sde 1,delhi,0.0,1400000.0,1940000.0
1453447,Uber | L4 | SDE II | Bangalore,2021/09/09,uber,l4 / sde ii,4,3500000 inr base,: ~5100000 inr per year,"bangalore, india",uber,n/a,bangalore,4.0,3500000.0,5100000.0
1375817,Adobe | CS2 | Bangalore,2021/08/01,adobe,computer scientist 2,10,42,: 75l (first year),bangalore,adobe,n/a,bangalore,10.0,4200000.0,7500000.0
1590356,Groupon | SDE 2 | Bangalore,2021/11/21,groupon,sde 2,4+ yrs,"inr 34,00,000",": inr 52,00,000",bangalore,groupon,sde 2,bangalore,4.0,3400000.0,5200000.0
1308142,Nutanix | MTS-3 | Pune,2021/07/01,nutanix,mts-3,4,₹ 27 lpa,: ~35 lpa,pune,nutanix,mts 3,pune,4.0,2700000.0,3500000.0
1416641,Paytm || 2022 Grads || CTC,2021/08/21,paytm,software developer engineer,0,10l,: 10 + 1+ 5/5 = 12lpa,noida,paytm,sde 1,delhi,0.0,1000000.0,1200000.0
1710288,Amazon | SDE 1 | Hyderabad,2022/01/22,amazon,sde-1,1+ yrs,inr 17.5l base,": ~ 27,00,000",hyderabad,amazon,sde 1,hyderabad,1.0,1750000.0,2700000.0
883718,PharmEasy | Software Engineer | Mumbai/Banglore,2020/10/07,pharmeasy,software engineer,0,11 lpa,: 12 lpa,banglore,pharmeasy,sde 1,bangalore,0.0,1100000.0,1200000.0
1656544,Microsoft-SDE-1 (Level-60),2021/12/30,microsoft,sde 1,4,13lpa,: around 35l,bengaluru,microsoft,sde 1,bangalore,4.0,1300000.0,3500000.0
1394394,Innovaccer | PPO | Software Development Engineer -1 | Offer,2021/08/10,innovaccer,software development engineer -1,6 months,12 lakhs,: 14 lakhs,"noida,india",innovaccer,sde 1,delhi,0.5,1200000.0,1400000.0
797348,DotPe | Software Engineer | Gurgaon,2020/08/17,dot pe,software engineer,1,"inr 12,00,000",": inr 12,00,000",gurgaon,dot pe,sde 1,delhi,1.0,1200000.0,1200000.0
1125083,o9 Solutions - Consultant,2021/03/24,o9 solutions,consultant,3,inr 15 lpa,,bangalore,o9 solutions,consultant,bangalore,3.0,1500000.0,-1.0
1739197,Flipkart | SDE 2 | Banglore,2022/02/02,flipkart,sde-2,2.6,32 lpa,: ~ 42 (first year) 40(second year without hike),banglore,flipkart,sde 2,bangalore,2.6,3200000.0,-1.0
229123,Amazon Bangalore SDE - 1 (India),2019/01/30,amazon,sde1,1.5,"inr 15,50,000",": inr 20,00,000 first year",bangalore,amazon,sde 1,bangalore,1.5,1550000.0,2000000.0
1421012,Amazon | SDE2 Bangalore |,2021/08/23,amazon,sde2,3,32 lpa,: 52 lpa first year ( no stocks in first year),bangalore,amazon,sde 2,bangalore,3.0,3200000.0,5200000.0
1322032,"Hevo Data | SDE-2 | Bangalore, India",2021/07/07,hevo data,software development engineer ii,3,"inr 3,000,000",": ~inr 3,450,000 after first year","bangalore, india",hevo data,sde 2,bangalore,3.0,3000000.0,3450000.0
1377033,Cvent | SDET 2 | Gurgaon,2021/08/01,cvent,sdet2,2.3,"inr 9,00,000",": inr 10,62,000",gurgaon,cvent,sdet 2,delhi,2.3,900000.0,1062000.0
1657666,DealShare | SDE-1 | Bangalore,2021/12/31,dealshare,sde -1,6 months internship + 5 months full time,13 lpa fixed with 2 hikes a year.,: 14 lpa (was offered based on my prev. ctc),bangalore,dealshare,sde 1,bangalore,0.5,1300000.0,1400000.0
1146242,Ola | SDE -2,2021/04/07,ola cabs,sde 2,4+,"rs. 38,00,000/-",": rs. 40,00,000/-",bangalore,ola,sde 2,bangalore,4.0,3800000.0,4000000.0
1194462,Groupon | Senior Software Engineer,2021/05/06,groupon,senior software engineer,3.5,inr 27lpa,: inr 33 lpa,bangalore,groupon,sde 2,bangalore,3.5,2700000.0,3300000.0
1223304,Airtel | Software Engineer | Gurugram,2021/05/22,airtel x labs,software engineer,0,"12,00,000₹",": 14,00,000₹",gurugram,airtel,sde 1,delhi,0.0,1200000.0,1400000.0
1697326,ZS Associates | BTSA Profile | Bangalore,2022/01/17,zs associates,business technology solutions associate,0 years,8.5l,: 12.84 ctc,bangalore,zs associates,n/a,bangalore,0.0,850000.0,-1.0
920927,Paytm | Senior Software Engineer | Noida,2020/11/03,paytm,senior software developer,4,"inr 20,00,000",": total ctc: inr 20,00,000",noida,paytm,sde 2,delhi,4.0,2000000.0,2000000.0
1570511,Infoedge | SDE1 | Gurgaon,2021/11/10,infoedge,software developer,0,"10,80,000 inr",": 12,50,000 inr",gurgaonindia,infoedge,sde 1,delhi,0.0,1080000.0,1250000.0
1643605,OLA | SDE 2 | Bangalore,2021/12/24,ola,sde 2,2.5,20 lpa fixed,: 22.5 lpa,bangalore,ola,sde 2,bangalore,2.5,2000000.0,2250000.0
917153,MindTickle | Software Development Engineer | Pune,2020/10/31,mindtickle,software development engineer,,17.5 l,: 31.5 l,"pune, india",mindtickle,sde 1,pune,-1.0,1750000.0,3150000.0
1619279,Oracle(Non OCI) | Member of Technical Staff (IC2) | Bengaluru,2021/12/09,oracle,ic2,2.5+ years,inr 2097000,": for 1st year 22,59,500 inr",bengaluru,oracle,ic2,bangalore,2.5,2097000.0,2259500.0
1317909,Oracle | SMTS | Bangalore | Offer,2021/07/05,oracle,senior member of technical staff,9,32.2 lpa,: 38.4 lpa (32.2 + 2 + 4.2) for first two years,bangalore,oracle,mts 2,bangalore,9.0,3220000.0000000005,3840000.0
1113255,HoneyWell | Software Developer,2021/03/17,honeywell,software developer,4.7,"20,00,000",": 21,00,000",bangalore,honeywell,sde 1,bangalore,4.7,2000000.0,2100000.0
1274262,"MakeMyTrip (MMT) | SSE | Gurgaon, India",2021/06/15,makemytrip,senior software engineer,,inr 23 lpa,,"gurgaon, hr, india",makemytrip,sde 2,delhi,-1.0,2300000.0,-1.0
234602,Amazon India SDE1 fresher,2019/02/10,amazon,sde 1 fresher,fresher,"13,00,000 inr",": 19,38,200 inr(1st year)",india,amazon,n/a,india,0.0,1300000.0,1938200.0
1147610,Oracle | SMTS | Bangalore,2021/04/08,oracle,senior member of technical staff,8,"₹ 2,500,000",": ~₹2,750,000","bengaluru, india",oracle,mts 2,bangalore,8.0,2500000.0,2750000.0
1150387,Samsung | Software Engineer | Noida,2021/04/09,samsung research institute,software engineer,0,1000000,: 12.5l first year + 3lpa next years,noida,samsung,sde 1,delhi,0.0,1000000.0,1250000.0
1644803,American Express | SDE | New Grad 2022 | Bangalore/Gurgaon,2021/12/24,american express,engineer trainee,2 months intern,"11,20,150","at target = total fixed pay + perfomance variable at target + joining bonus = 15,63,880",gurgaon,american express,n/a,delhi,0.16666666666666666,1120150.0,1563880.0
1500747,Flipkart | SDE-1 with 6 months Internship | India,2021/10/03,flipkart,,,18lpa,: ~22.76 lakhs for 1st year,bangalore,flipkart,n/a,bangalore,-1.0,1800000.0,2276000.0
1265384,Blackhawk Network | SDET-II | Bangalore,2021/06/11,blackhawk network,sdet-ii,5.1 years,20 lpa,: 21 lpa,bengaluru,blackhawk network,sdet 2,bangalore,5.1,2000000.0,2100000.0
1545569,Cure. Fit |  SDE2 | Bengaluru,2021/10/28,cure.fit,software development engineer,3+ yrs,"inr 46,50,000",": inr 58,50,000",bangalore,cure.fit,sde 1,bangalore,3.0,4650000.0,5850000.0
469945,Oracle | MTS-1 | 2019 | Bengaluru,2020/01/04,oracle india,mts 1,1.5 yrs,rs 1400000,: rs 1500000,bengaluru,oracle,mts 1,bangalore,1.5,1400000.0,1500000.0
1666446,Myntra | SDE 2 | Bengaluru,2022/01/04,myntra,sse,3yrs 2 months,"inr 38,50,000",": inr 50,50,000 (including everything)",india,myntra,sde 2,india,3.1666666666666665,3850000.0,5050000.0
1720361,Cognizant | Support Engineer | Bangalore,2022/01/26,cognizant,support engineer,0,"4,10,000/-",": 4,10,000/-",bangalore,cognizant,n/a,bangalore,0.0,410000.0,410000.0
956696,Goldman Sachs | Associate | Bangalore,2020/12/02,goldmansachs,associate,6 years and 3 months,23 lpa,: 27 l,bangalore,goldman sachs,sde 1,bangalore,6.0,2300000.0,2700000.0
1636265,Coinbase | SDE 2 | India,2021/12/19,coinbase,software engineer 2,3+,40 lakhs,for first year (salary + bonus + stock): ~70 lakhs,hyderabad,coinbase,sde 2,hyderabad,3.0,4000000.0,7000000.0
559138,D.E. Shaw | SDE1 | Hyderabad,2020/04/01,d.e. shaw,sde1,0,inr 1600000,": inr 21,00,000",hyderabad,d.e. shaw,sde 1,hyderabad,0.0,1600000.0,2100000.0
1316356,Grofers | SDE 1 | Gurgaon,2021/07/05,grofers,sde-1,1,rs. 20 l,: rs. 23l for first year,gurgaon,grofers,sde 1,delhi,1.0,2000000.0,2300000.0
1075675,Swiggy | SDE- 1 | Bengaluru | Accepted.,2021/02/21,swiggy,sde i,5 months,21 lpa,: ~25lpa,bengaluru,swiggy,sde 1,bangalore,0.4166666666666667,2100000.0,2500000.0
1552997,Times Internet | Senior Software Engineer,2021/11/01,times internet,senior software engineer,3.2 years,36lpa,: 36lpa,gurgaon,times internet,sde 2,delhi,3.2,3600000.0,3600000.0
730122,GoMechanic | Analyst | Gurgaon,2020/07/11,gomechanic,analyst,0,"inr 8,00,000",": inr 9,00,000",gurgaon,gomechanic,analyst,delhi,0.0,800000.0,900000.0
893051,"Goldman Sachs | Software Engineer (Analyst) | Bangalore, India | August-September 2020 | Selected",2020/10/13,goldman sachs,analyst,2 years,"inr 20,00,000",": inr 27,50,000",bengaluru,goldman sachs,analyst,bangalore,2.0,2000000.0,2750000.0
1173947,Arcesium | SDE1 | Hyderabad,2021/04/24,arcesium,software engineer,9 months,14.5 l inr,: ~19 l inr,"hyderabad, india",arcesium,sde 1,hyderabad,0.75,1450000.0,1900000.0
945371,FactSet | Software Engineer | Hyderabad,2020/11/22,factset,software engineer,0,"₹7,50,000",": ~ ₹9,00,000","hyderabad, india",factset,sde 1,hyderabad,0.0,750000.0,900000.0
1277555,Associate Software Engineer | Tekion | Bangalore,2021/06/17,tekion,ase,,₹15l,,"bangalore, india",tekion,sde 1,bangalore,-1.0,1500000.0,-1.0
1529666,OYO - SDE 2,2021/10/19,oyo,sde2,3.10yrs,inr 4000000,": inr 42,00,000",gurgaon,oyo,sde 2,delhi,3.1,4000000.0,4200000.0
1168383,Khatabook - SDE 3,2021/04/20,khatabook,sde-3,6.9,"rs. 43,00,000","~ rs. 49,25,000",india,khatabook,sde 3,india,6.9,4300000.0,4925000.0
369075,Rivigo | SDE I | Gurgaon,2019/08/28,rivigo,software developer engineer i,0 years,"inr 21,00,000",": ~ inr 25,00,000 per year.",gurgaon,rivigo,sde 1,delhi,0.0,2100000.0,2500000.0
952157,Oracle | Application Engineer | India,2020/11/28,oracle,application engineer,,1300000 rupees,,india,oracle,applications engineer,india,-1.0,1300000.0,-1.0
1230144,Deloitte | Analyst | Hyderabad,2021/05/25,deloitte,analyst,0,6 lpa,: 7.6 lpa,hyderabad,deloitte,analyst,hyderabad,0.0,600000.0,760000.0
1236535,Oracle India | Application Engineer,2021/05/28,oracle,application engineer,10 months in a core chemical company.,"15,00,000 inr",,banglore,oracle,applications engineer,bangalore,0.8333333333333334,1500000.0,-1.0
725705,Licious | SD2 | Bengalore,2020/07/08,licious,sd2,4.5yr,15.5lpa,:16.5lpa,bengalore,licious,sde 2,bangalore,4.5,1550000.0,1650000.0
1172442,PAYPAl | SDE II | Bangalore,2021/04/23,payal,sde ii,~4y,"inr 24,00,000",:~30-31,bangalore,payal,sde 2,bangalore,4.0,2400000.0,-1.0
950967,Wells Fargo | Assistant Vice President | Hyderabad,2020/11/27,wells fargo,assistant vice president,10.6 year,4600000,: rs 5490000,hyderabad,wells fargo,assistant vp,hyderabad,10.6,4600000.0,5490000.0
1315307,Policy Bazaar | Technical Associate | Gurgaon,2021/07/04,policy bazaar,technical associate / software engineer,0,"₹ 9,00,000",": ~₹ 10,00,000","gurgaon, india",policybazaar,technical associate software engineer,delhi,0.0,900000.0,1000000.0
865738,LTI | Graduate Engineer Trainee | Mumbai,2020/09/26,lti(l&t infotech),graduate engineer trainee/entry level,na,5 lpa,: 5.5(approx.),mumbai,l & t infotech,graduate engineer trainee,mumbai,0.0,500000.0,-1.0
1417011,Amazon | SDE 1 | Hyderabad,2021/08/21,amazon india,sde1,2 .9 years,18 lpa,: 24 lpa (base +bonuses) for 1st year,hyderabad,amazon,sde 1,hyderabad,29.0,1800000.0,2400000.0
1310257,Airtel XLabs | Senior Software Engineer | Bengaluru,2021/07/02,airtel xlabs,senior software engineer,4+ year,30lpa,: 34 lpa,bengaluru,airtel,sde 2,bangalore,4.0,3000000.0,3400000.0
497133,Cloudera | Senior SDE | Bangalore,2020/02/02,cloudera,senior sde,4.3,"inr 28,00,000",": inr 38,21,450 first year",bangalore,cloudera,sde 2,bangalore,4.3,2800000.0,3821450.0
1292240,Facebook | E5 | London,2021/06/23,paytm,software developer engineer,0 fresher,8lpa,: 9lpa,noida,paytm,sde 1,delhi,0.0,800000.0,900000.0
1227202,cure.fit | SDE | Bangalore,2021/05/24,cure.fit (renamed as cult.fit now),software development engineer,0,"inr 19,50,000",": inr 20,50,000 (not including stocks as company is currently privately held)",bangalore,cure.fit,sde 1,bangalore,0.0,1950000.0,2050000.0
1261257,JP Morgan Chase | Software Developer (Lowball offer ???),2021/06/09,jp morgan chase,software developer,1 year 10 months,14 lpa base,: 15.5 lpa,mumbai,jp morgan,sde 1,mumbai,1.8333333333333335,1400000.0,1550000.0
1114116,Mediatek | Software Engineer | Noida,2021/03/17,mediatek india technology pvt.ltd,software engineer,0,8.20lpa,": 8.20lpa+50,000+2lpa=10.70lpa",noida,mediatek india technology pvt ltd,sde 1,delhi,0.0,819999.9999999999,1070000.0
987144,Capgemini | SE | PUNE(India) | Sept 2020,2020/12/26,capgemini,software engineer / analyst,0,320000 inr,: 380000 inr,"pune, india",capgemini,n/a,pune,0.0,320000.0,380000.0
1470673,Google | L3 | Bengaluru,2021/09/18,google india,software engineer,undergraduate,"inr 1,800,000",": inr 3,182,632","banglore, india",google,sde 1,bangalore,-1.0,1800000.0,3182632.0
387796,Deloitte USI | BTA(Junior) | Hyderabad,2019/09/22,deloitte usi,junior software engineer,,"5,00,000",": 5,50,000",hyderabad,deloitte,sde 1,hyderabad,-1.0,500000.0,550000.0
1328657,Razorpay - SDE 2,2021/07/10,razorpay,sde- 2,4+,"inr 35,00,000",": inr 43,00,000 first year",india,razorpay,sde 2,india,4.0,3500000.0,4300000.0
431125,OnePlus | Software Engineer 1 | Hyderabad,2019/11/17,oneplus,software engineer. i,0,inr 1200000,: inr 1200000,"hyderabad, india",oneplus,sde 1,hyderabad,0.0,1200000.0,1200000.0
988539,JPMorgan Chase | SDE | India | NOV 2020,2020/12/27,jpmorgan chase,software engineer,10,24,: ~27 lpa,india,jp morgan,sde 1,india,10.0,2400000.0,2700000.0
590933,Samsung Semiconductor | Senior Staff Engineer | Bangalore,2020/04/22,samsung,senior staff engineer,8.5+,₹ 44lpa,: ~₹60 lpa,bangalore,samsung,n/a,bangalore,8.5,4400000.0,6000000.0
1127279,Salesforce | MTS | Hyderabad,2021/03/25,salesforce,mts,2.8 years,"₹ 24,00,000 fixed",": ~ ₹ 30,00,000 (for first year)",hyderabad,salesforce,mts 1,hyderabad,2.8,2400000.0,3000000.0
1317464,BookMyShow | SDE1 | Bangalore,2021/07/05,bookmyshow,sde i,2.9 years,"₹14,00,000",: ₹1400k,bangalore,bookmyshow,sde 1,bangalore,2.9,1400000.0,-1.0
870533,Myst Labs | SDE2 | Bangalore,2020/09/29,tripock,full stack engineer,1 year 9 months,10 lpa,: 10 lpa,delhi,tripock,full stack developer,delhi,1.75,1000000.0,1000000.0
1581107,Turvo | Associate Software Engineer | Help deciding the offer,2021/11/16,turvo,associate software engineer,1,"inr 15,5000",": ~17,50,000 inr without stock",hydrabad,turvo,sde 1,hyderabad,1.0,155000.0,1750000.0
1330568,Amazon | SDE1 | Bangalore,2021/07/11,amazon,sde 1,0,15 lpa,: 20.7 lakhs,bangalore,amazon,sde 1,bangalore,0.0,1500000.0,2070000.0
1743765,Walmart | SDE | Bangalore,2022/02/05,walmart,software developer engineer ii,0,14.5 lpa inr,: 16 lpa,bangalore,walmart,sde 2,bangalore,0.0,1450000.0,1600000.0
1683555,Deloitte | Guidewire Developer,2022/01/12,deloitte,consultant,4.5,rs.17lpa,,gurgaon,deloitte,consultant,delhi,4.5,1700000.0,-1.0
1574165,Dream11 | SDE2|  Mumbai,2021/11/12,dream11,sde-2,4yrs 5 months,"inr 41,00,000",": inr 50,00,000.","mumbai, india",dream11,sde 2,mumbai,4.416666666666667,4100000.0,5000000.0
1263118,Grofers | SDE 2,2021/06/10,grofers,sde-2,4.1 year,"rs. 36,00,000",": rs. 38,00,000",bangalore,grofers,sde 2,bangalore,4.1,3600000.0,3800000.0
1332343,Accolite Digital | Software Engineer | Gurgaon,2021/07/12,accolite digital,software engineer,0,"rs 5,00,000",": rs 7,00,000","gurgaon, haryana",accolite,sde 1,delhi,0.0,500000.0,700000.0
1153063,Dell technologies | SDE2 | Bangalore | Campus placement,2021/04/11,dell technologies,sde2,0,"4,83,334",": 13,50,000",bangalore,dell,sde 2,bangalore,0.0,483334.0,1350000.0
1197753,Media.net | SDE 2 equivalent,2021/05/08,media.net,sde 2,4.5,"inr 27,00,000",": inr 30,00,000",bangalore,media.net,sde 2,bangalore,4.5,2700000.0,3000000.0
371558,Freecharge | SDE | Gurgaon,2019/09/01,freecharge,se-2,21 months,inr 1300000,: inr 1490000,"gurgaon, india",freecharge,sde 2,delhi,1.75,1300000.0,1490000.0
1370164,OLA Vs Citi bank,2022/02/06,product based company,sde 3,~6,54 lpa,,bangalore,product based company,sde 3,bangalore,6.0,5400000.0,-1.0
1012981,Paytm | SDE | Noida,2021/01/12,paytm,software development engineer,0,"inr 8,00,000",": inr 9,00,000",noida,paytm,sde 1,delhi,0.0,800000.0,900000.0
